fileName,trnscrpt
Lab41-SRI-VOiCES-rm2-none-sp7540-ch101262-sg0043-mc05-stu-far-dg090, you can have which you like give me instead that half starved creature in the corner asked the prince i prefer him to all those beautiful animals you can't really mean what you say replied the woman yes i do said the prince
Lab41-SRI-VOiCES-rm1-musi-sp1246-ch124550-sg0011-mc05-stu-far-dg090, were the members of the tincomb methodist church a vast red brick tabernacle vida sherwin had given her a letter to an earnest woman with eye glasses plaid silk waist and a belief in bible classes who introduced her to the pastor and the
Lab41-SRI-VOiCES-rm1-musi-sp5678-ch043302-sg0036-mc05-stu-far-dg090, the whole procedure of war was a matter of theory there were no precedents with which to compare it it was as if archers disputed as to the results of cordite only one thing was certain that the east had every modern engine and as regards male population
Lab41-SRI-VOiCES-rm2-musi-sp0196-ch122150-sg0018-mc03-stu-mid-dg090, had remained as officers of country ships they had now a horror of the home service with its harder conditions severer view of duty and the hazard of stormy oceans they were attuned to the eternal peace of eastern sky and sea
Lab41-SRI-VOiCES-rm1-musi-sp5635-ch053458-sg0002-mc05-stu-far-dg090, yet life had become as tedious to him now as it might be to one who was unable to gratify a single wish finally by chance popopo thought of the earth people who dwell in cities and so he resolved to visit them and see how they lived this would surely be fine amusement
Lab41-SRI-VOiCES-rm1-babb-sp7868-ch246932-sg0004-mc07-stu-beh-dg090, but more air through the bars of its lungs i rose dressed and went out it was a still warm night no moon but plenty of star light the wind blowing as now gentle and sweet and cool
Lab41-SRI-VOiCES-rm1-musi-sp5456-ch024741-sg0008-mc05-stu-far-dg090, corollary the mind is able to regard as present external bodies by which the human body has once been affected even though they be no longer in existence or present
Lab41-SRI-VOiCES-rm1-none-sp0196-ch122159-sg0020-mc01-stu-clo-dg090, he pronounced with a convulsive effort whose stress as if propagated by the waves of the air made my body stir a little in the chair he fixed me with lowering eyes don't you believe me he cried i swear
Lab41-SRI-VOiCES-rm2-none-sp0196-ch122152-sg0014-mc03-stu-mid-dg090, stop the engines instead of making a row about it on deck i heard him say get up run fly he swore also the engineer slid down the starboard ladder and bolted round the skylight to the engine room companion
Lab41-SRI-VOiCES-rm2-tele-sp0948-ch132705-sg0009-mc05-stu-far-dg090, a street sweeper walking in upon the world council of scholars it is not to be believed it is against all the rules and all the laws but we knew how to stop them our brothers we said
Lab41-SRI-VOiCES-rm1-babb-sp3835-ch178029-sg0013-mc05-stu-far-dg090, go back to the army he said drawing himself up to his full height and addressing michaud with a gracious and majestic gesture and tell our brave men and all my good subjects wherever you go that when i have not a soldier left i shall put myself at the head of my beloved nobility
Lab41-SRI-VOiCES-rm2-musi-sp7688-ch112187-sg0032-mc03-stu-mid-dg090, get out that two thousand and lay it on the table obey with velocity says i for otherwise alternatives are impending i am preferably a man of mildness but now and then i find myself in the middle of extremities
Lab41-SRI-VOiCES-rm2-none-sp7517-ch100442-sg0004-mc07-stu-beh-dg090, aproned behind the counter look out for the currants in the window as you come in i have an idea for something artistic in the way of patterns there but as you love me do not offer to buy any
Lab41-SRI-VOiCES-rm2-musi-sp7247-ch077778-sg0034-mc07-stu-beh-dg090, to be well shaken before taken will be an effective remedy for a torpid liver and the man or woman who suffers from lassitude will doubtless find in the lively airs of our two step composers an efficient tonic to bring their vitality up to a high standard of activity
Lab41-SRI-VOiCES-rm1-babb-sp1259-ch027120-sg0032-mc07-stu-beh-dg090, i never saw such a woman i never saw such capacity and taste and application and elegance as you describe united missus hurst and miss bingley both cried out against the injustice of her implied doubt and were both protesting that they knew many women who answered this description
Lab41-SRI-VOiCES-rm2-none-sp1874-ch165701-sg0007-mc03-stu-mid-dg090, but also recited doggerel satire of his own concoction punning and emitting sparks of wit lincoln was hailed as the capper of any good things on the rounds even then his friends saw the germs of the statesman in the lank homely crack voiced hobbledehoy
Lab41-SRI-VOiCES-rm2-tele-sp4331-ch057179-sg0024-mc03-stu-mid-dg090, that sir jeffrey had a wife and family she was all smiles and all pleasantness and seemed to want no other happiness than what the present moment gave her nor did she once mention lord rufford's name on the next morning after breakfast her aunt sent for her to come up stairs
Lab41-SRI-VOiCES-rm1-none-sp7868-ch246932-sg0004-mc01-stu-clo-dg090, but more air through the bars of its lungs i rose dressed and went out it was a still warm night no moon but plenty of star light the wind blowing as now gentle and sweet and cool
Lab41-SRI-VOiCES-rm1-babb-sp6895-ch092806-sg0003-mc05-stu-far-dg090, supper was cooling on the table its heat went into missus mc caskey at nine mister mc caskey came he carried his coat on his arm and his pipe in his teeth and he apologised for disturbing the boarders on the steps as he selected spots of stone
Lab41-SRI-VOiCES-rm1-none-sp7850-ch111771-sg0000-mc03-stu-mid-dg090, through the influence of hon thomas l hamer he was admitted at west point in eighteen thirty nine
Lab41-SRI-VOiCES-rm2-musi-sp4057-ch183239-sg0019-mc01-stu-clo-dg090, thereafter you lost the last precious five minutes before parade in efforts with knife blade or clothesbrush to remove from your tunic the smears of pink paste which had failed to repose on the buttons and had stuck to the surrounding cloth instead
Lab41-SRI-VOiCES-rm1-babb-sp0196-ch122159-sg0020-mc07-stu-beh-dg090, he pronounced with a convulsive effort whose stress as if propagated by the waves of the air made my body stir a little in the chair he fixed me with lowering eyes don't you believe me he cried i swear
Lab41-SRI-VOiCES-rm2-none-sp1867-ch148436-sg0037-mc05-stu-far-dg090, aw twenty five dollars is enough says pa all right says the tenderfoot here's the money and he counts it out in pa's hand he says what a little beauty it would be a treat to see him work on a polo field pa says
Lab41-SRI-VOiCES-rm1-tele-sp1536-ch141791-sg0006-mc03-stu-mid-dg090, as soon as londonderry had fallen and it was universally supposed that the fall of londonderry could not be long delayed he might cross the sea with part of his forces and land in scotland where his friends were supposed to be numerous when he was once on british ground and in the midst of british adherents
Lab41-SRI-VOiCES-rm2-babb-sp7517-ch100442-sg0004-mc01-stu-clo-dg090, aproned behind the counter look out for the currants in the window as you come in i have an idea for something artistic in the way of patterns there but as you love me do not offer to buy any
Lab41-SRI-VOiCES-rm1-none-sp1259-ch027120-sg0032-mc01-stu-clo-dg090, i never saw such a woman i never saw such capacity and taste and application and elegance as you describe united missus hurst and miss bingley both cried out against the injustice of her implied doubt and were both protesting that they knew many women who answered this description
Lab41-SRI-VOiCES-rm2-tele-sp5456-ch058161-sg0003-mc03-stu-mid-dg090, for love was love and better than money the slyer the theft the sweeter the honey and kissing was clover all the world over wherever cupid might wander so thousands of years have come and gone and still the moon is shining on still hymen's torch is lighted
Lab41-SRI-VOiCES-rm1-babb-sp4859-ch022176-sg0005-mc01-stu-clo-dg090, that princess mary was in moscow the death sufferings and last days of prince andrew had often occupied pierre's thoughts and now recurred to him with fresh vividness having heard at dinner that princess mary was in moscow and living in her house
Lab41-SRI-VOiCES-rm2-none-sp2074-ch149033-sg0020-mc01-stu-clo-dg090, those who read will see how the rooms in hampton court became the compartments in the crystale palace and how the gaierty hotel grew out of the gaiety theatre with many other agreeable changes the novelist will find the tale a model for his future work
Lab41-SRI-VOiCES-rm2-tele-sp8051-ch118101-sg0035-mc07-stu-beh-dg090, rather smart black well made and well calculated for a canadian he was prompted to escape purely from the desire to be free he fled from a very insulting man by the name of edward schriner from the neighborhood of sairsville mills
Lab41-SRI-VOiCES-rm1-babb-sp0188-ch135249-sg0020-mc03-stu-mid-dg090, her marriage had been happy wealth had not spoiled her she was still the placid amiable pink cheeked jane of the old quartette sympathising with her old chum's happiness and as keenly interested in all the dainty details of anne's trousseau
Lab41-SRI-VOiCES-rm1-none-sp0083-ch003054-sg0005-mc03-stu-mid-dg090, fruit shook off the branches of the tree it grows upon by the motion of the water as those in our gardens are by that of the wind the lobster trees appeared the richest but the crab and oysters were the tallest
